Lien d'une DB de musiques (khinsider),,,,,,,,,Votants,,,,,,,,,,,,,,,,,,,,,,,
"Hésitez pas à rajouter des musiques, et à noter celles déjà dans le gsheet",,,,,,,,,"(1 si vous êtes cap de la reconnaître en blindtest, 0 sinon)",,,,,,,,,,,,,,,,,,,,,,,
"Mettez en priorité les liens de la page web, les liens de l'audio deviennent rapidemment obsolètes mais on peut les récupérer grâce à la page web",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Licence, nb: 315","Jeu, nb: 541","OST, nb: 1294",Noms Valides pr trouver séparé les noms par /,"Lien page web, nb: 192",,Lien audio,Nb de vote,Vote moyenne connais (1)/connais pas (0),UserA,UserB,UserC,UserD,UserE,UserF,UserG,UserH,UserI,UserJ,UserK,UserL,UserM,UserN,UserO,UserP,UserQ,UserR,UserS,UserT,UserU,UserV,UserW,UserX
Assassin's Creed,Assassin's Creed: Brotherhood,City of Rome,,,,https://audio.jukehost.co.uk/eZWGaniD5agc4DwMAg0M0ML9mMe8fUsg,10,9,0,0,0,,,0,0,0,,,0,0,,0,1,,,,,,,,,
Atomic Heart,Atomic Heart,Shop Theme,Nora,,,https://audio.jukehost.co.uk/tIpmz9FioglRTFiwjNSDv1AsrZoFEZf0,11,9,1,0,,,,0,0,0,,0,0,0,,0,0,,0,,,,,,,
Baldur's gate,Baldur's gate 3,I Want to Live,,,,https://audio.jukehost.co.uk/W7ZVOBoe7DG29k0hQDwFrn0uXcotkFWG,7,9,0,0,,,,,0,,,,0,,,1,0,,,0,,,,,,
Baten Kaitos,Baten Kaitos origins,Le ali del principio,,,,https://jetta.vgmtreasurechest.com/soundtracks/baten-kaitos-origins-gc-gamerip-2006/yglktopf/1-01.%20Le%20Ali%20del%20Principio.mp3,8,9,0,0,,,,,1,0,,,0,,,0,0,,,,,0,,,,
BioShock,BioShock Infinite,Will the Circle Be Unbroken,,,,https://audio.jukehost.co.uk/8wmBYb9F9juBO7z39S5dku8pDcCLCA9T,11,9,0,1,0,,,0,0,0,,0,0,0,,0,0,,,,,,,,,
Blasphemous,Blasphemous,Cante de los muertos,Voice of the deads ; Isidora,https://downloads.khinsider.com/game-soundtracks/album/blasphemous-linux-macos-ps4-switch-windows-xbox-one-gamerip-2019/38%2520Cante%2520de%2520los%2520Muertos%2520%25E2%2594%2582%2520Chants%2520of%2520the%2520Dead%2520%2528Instrumental%2529%2520%25E2%259A%259CIsidora%252C%2520Voice%2520of%2520the%2520Dead%25E2%259A%259C.mp3,,https://nu.vgmtreasurechest.com/soundtracks/blasphemous-linux-macos-ps4-switch-windows-xbox-one-gamerip-2019/btptyjcl/38%20Cante%20de%20los%20Muertos%20%E2%94%82%20Chants%20of%20the%20Dead%20%28Instrumental%29%20%E2%9A%9CIsidora%2C%20Voice%20of%20the%20Dead%E2%9A%9C.mp3,10,9,0,0,,,,0,1,0,,0,0,0,,0,0,,,,,,,,,
Blasphemous,Blasphemous,Dame Tu Tormento,Trailer dernière extension,,,https://audio.jukehost.co.uk/ds65MaHpSrVG9uk9pNwz7vpdze9BHqDC,8,9,0,0,,,,,1,0,,,0,,,0,0,,,0,,,,,,
Blasphemous,Blasphemous,Su beso de plata (redux),Crisanta,,,https://audio.jukehost.co.uk/1fPtZYkJSgp9wB3BqLywYD1JFGu8Xrfh,10,9,0,0,,,,0,1,0,,0,0,0,,0,0,,,,,,,,,
Blasphemous,Blasphemous 2,Súbita Caligrafía de Plata,,,,https://audio.jukehost.co.uk/g8CVNzy7NJHdEDN3SCGzCYwEJcsxgOYU,10,9,0,0,,,,0,1,0,,0,0,0,,0,0,,,,,,,,,
Bloodborne,Bloodborne,The First Hunter,Gehrman,https://downloads.khinsider.com/game-soundtracks/album/bloodborne-original-soundtrack-2015/23.%2520The%2520First%2520Hunter.mp3,,https://audio.jukehost.co.uk/oGWZyDnGoTOfS7qQjWtqIp9alIZl3Onf,8,9,0,0,,,,,1,0,,,0,0,,0,0,,,,,,,,,
Bloodborne,Bloodborne : The old hunters,The Holy Blade,Ludwig,https://downloads.khinsider.com/game-soundtracks/album/bloodborne-the-old-hunters-2015/01.%2520Ludwig%252C%2520the%2520Holy%2520Blade.mp3,,https://audio.jukehost.co.uk/4riDOzp7lqW85opKrM4jod8KREq4fyVb,8,9,0,0,,,,,1,0,,,0,0,,0,0,,,,,,,,,
Braid,Braid,Maenam,,,,https://audio.jukehost.co.uk/orErAghyP9mgzszlOVTlKjUPi9OGqGI8,9,9,0,0,,,,1,0,0,,,0,0,,0,0,,,,,,,,,
Castle Crashers,Castle Crashers,(Please) Don't,,,,https://audio.jukehost.co.uk/5SccJr7ZAncksBRnLT6U36PYuwaLt0yC,10,9,0,0,,0,,1,0,0,,,0,0,,0,0,,,,,,,,,
Cave Story,Cave Story,Opening Theme,,,,,8,9,0,0,,,,,1,0,,,0,,,0,,,0,,,,,,,0
Club Penguin,Club Penguin,Coffee Shop,,,,,9,9,0,0,,,,1,0,0,,0,0,0,,,0,,,,,,,,,
Club Penguin,Club Penguin,Pizzatron 3000,,,,https://lambda.vgmtreasurechest.com/soundtracks/club-penguin-gamerip-2005-pc-mobile/gkervejh/Pizzatron%203000.mp3,11,9,0,0,0,,,1,0,0,,0,0,0,,,0,,,,,0,,,,
Code Vein,Code Vein,Code Vein,,https://downloads.khinsider.com/game-soundtracks/album/code-vein-original-soundtrack/01.%2520Code%2520Vein.mp3,,https://vgmtreasurechest.com/soundtracks/code-vein-original-soundtrack/xoanoedg/01.%20Code%20Vein.mp3,9,9,0,0,,,,,0,0,,1,0,0,,,0,,,0,,,,,,
Counter Strike,CS2,Main Menu,,,,,9,9,0,0,,,,1,0,0,,,0,0,,,0,,0,,,,,,,
Crypt of the NecroDancer,Cadence of Hyrule,Crypt,,,,https://audio.jukehost.co.uk/BG4kNobQHcj8Z3DyNWXwJH3pd4ZpEhCB,8,9,0,0,,,,0,1,,,0,0,0,,,0,,,,,,,,,
Dandara,Dandara,Dandara's purpose,,,,https://audio.jukehost.co.uk/gROuFlNc4F5bEwK9uoww9AOfPkxFwVjw,8,9,0,0,,,,,1,0,,,0,0,,,0,,,,,0,,,,
Dandara,Dandara,Weight of a doubt,,,,https://audio.jukehost.co.uk/zWPFMueMuSsf5Z7Psxt7sUUKJMlry4ee,8,9,0,0,,,,,1,0,,,0,0,,,0,,0,,,,,,,
Danganronpa,Climax Reasoning,Box 15,,,,https://audio.jukehost.co.uk/BfpOUFvE7eDIIOGTwvONVo88y2H1gIBx,7,9,0,0,,,,,0,,,,0,,,1,0,,0,,,,,,,
Danganronpa,Climax Reasoning,Trial Underground,Underground Trial,,,https://audio.jukehost.co.uk/ly0a1BJmYXFkYXHstIhNar9ldOgcOGDV,7,9,0,0,,,,,0,,,,0,,,1,0,,0,,,,,,,
De blob,De blob 1,Blissful,,,,,10,9,0,0,0,,,0,0,0,,0,0,1,,,0,,,,,,,,,
Detroit : Become Human,Detroit : Become Human,Now,,,,https://audio.jukehost.co.uk/7K7DeKBpHW89X9NgLSik5ELc2D4WwFvx,11,9,0,0,0,,,0,0,1,,0,0,0,,0,0,,,,,,,,,
Devil May Cry,DMC5,Subhuman,,,,https://audio.jukehost.co.uk/nNKWRNwDTgFMUIgCPQv7aBHDQohg4zGv,9,9,0,0,,,,0,0,0,,0,0,0,,,1,,,,,,,,,
Donkey Kong Country,Donkey Kong Country 2,Stickerbrush Symphony,,,,https://audio.jukehost.co.uk/pJh0M95fgPkkmSSl5BtcDcl2jdgsYhrA,10,9,0,0,1,,,0,0,0,,0,0,0,,,0,,,,,,,,,
Dragon's Dogma,Dragon's Dogma,Main Title,,,,https://audio.jukehost.co.uk/VkA1MHjlHaDIrIAhRWVxKbuuxadVF3BE,10,9,0,0,,,,0,0,0,,1,0,0,,,0,,,,,0,,,,
Everhood,Everhood,Tinnitus Dance,,https://downloads.khinsider.com/game-soundtracks/album/everhood-soundtrack/07.%2520Tinnitus%2520Dance.mp3,,https://vgmtreasurechest.com/soundtracks/everhood-soundtrack/vtfvkret/07.%20Tinnitus%20Dance.mp3,7,9,0,0,,,,,1,0,,0,0,,,,,,0,,,,,,,
Final Fantasy,Final Fantasy VII Remake,7 seconds till the end,,,,https://audio.jukehost.co.uk/uCCsh6yeikmxBnJahrEOvL757ohluQaq,8,9,0,0,,,,0,1,0,,0,0,0,,,,,,,,,,,,
Fire Emblem,Three Houses,As swift as wind,,,,https://audio.jukehost.co.uk/NVykZ1INrVeR3JP4i0dRPPAhn3TUIdvU,8,9,0,0,,,,0,1,0,,0,0,0,,,,,,,,,,,,
For the King,Ftk1,For the King,,,,https://audio.jukehost.co.uk/xzWgPPsjDagHChbDVkAnn7tNOEwjqXtY,11,9,0,0,0,1,,0,0,0,,0,0,0,,,,,,0,,,,,,
Forza,Forza Horizon 3,Ingrid Is A Hybrid,,,,,7,9,0,0,,,,1,0,0,,,0,0,,,,,,,,,,,,
Forza,Forza Horizon 4,A Moment Apart,,,,https://audio.jukehost.co.uk/1oJbITPRoPZrzqBwIzY49WCCoUtgLWbm,7,9,0,0,,,,1,0,0,,,0,0,,,,,,,,,,,,
Forza,Forza Horizon 4,Little of Your Love (Remix),,,,,7,9,0,0,,,,1,0,0,,,0,0,,,,,,,,,,,,
Forza,Forza Horizon 5,Encanto,,,,https://audio.jukehost.co.uk/dBksx24h5gxaudHTpmnyWCCjC6NGwh7v,7,9,0,0,,,,1,0,0,,,0,0,,,,,,,,,,,,
Genshin impact,Genshin impact,Hustle and Bustle of Ormos,,,,https://audio.jukehost.co.uk/c3ekjEjZO2rsum8DguL0uBkyLbBvug0c,10,9,0,1,0,,,0,0,0,,0,0,0,,,,,,0,,,,,,
Genshin impact,Genshin impact,The Divine Damsel of Devastation,,,,https://audio.jukehost.co.uk/tmnYShhRbNJ37L5K9wx83yoFY3JCc5Jz,9,9,0,1,0,,,0,0,0,,0,0,0,,,,,,,,,,,,
Gris,Gris,Unagi,,https://downloads.khinsider.com/game-soundtracks/album/gris-original-soundtrack/20.%2520Unagi.mp3,,https://audio.jukehost.co.uk/bPJaqOz1TSY0TliztHLXCWjY2hh6NGbM,8,9,0,0,,,,,1,0,,,0,,,0,,,0,,,,,,,0
Honkai,Honkai Star Rail,Interstellar Journey,,,,https://audio.jukehost.co.uk/UnqlS0AU9cNew14kQrOKPE61BEiGk08i,9,9,0,1,0,,,0,0,0,,0,0,0,,,,,,,,,,,,
Honkai,Honkai Star Rail,Lullaby,,,,https://audio.jukehost.co.uk/9uDTAEdKDrEWEzMHoURcVvyy3x1UrMmv,10,9,0,1,0,,,0,0,0,,0,0,0,,0,,,,,,,,,,
Honkai,Honkai Star Rail,Monodrama,,,,https://audio.jukehost.co.uk/r3SLejJ3tc5P7eRVqpq70XZi11voLXw1,10,9,0,1,0,,,0,0,0,,0,0,0,,0,,,,,,,,,,
Honkai,Honkai Star Rail,Samudrartha,,,,https://audio.jukehost.co.uk/NQ2FUD8ml9FQBjlAWReW27VFqGMv7JRR,9,9,0,1,0,,,0,0,0,,0,0,0,,,,,,,,,,,,
Honkai,Honkai Star Rail,Sway to my beat in cosmos,,,,https://audio.jukehost.co.uk/VS4GQfGRse4lzXauj9AQYYHghrUqQNl7,9,9,0,1,0,,,0,0,0,,0,0,0,,,,,,,,,,,,
Honkai,Honkai Star Rail,Wildfire,,,,https://audio.jukehost.co.uk/iLtkswwqmOVCKS3MDxgDpIlnDdte0Iza,9,9,0,1,0,,,0,0,0,,0,0,0,,,,,,,,,,,,
Jusant,Jusant,9C+,,,,https://audio.jukehost.co.uk/HApAgbE1S8qRZSsksyclrGUnlYP9vUkp,8,9,0,0,,,,0,1,0,,0,0,0,,,,,,,,,,,,
Jusant,Jusant,Ascension,,,,https://audio.jukehost.co.uk/YMfnlCh3ypb5U0b0ZVuVpFoVgIa6n4as,8,9,0,0,,,,0,1,0,,0,0,0,,,,,,,,,,,,
Jusant,Jusant,Ballast,,,,https://audio.jukehost.co.uk/5dv0HkBMDxPma2c0LV7xCfV73XB0fnIC,8,9,0,0,,,,0,1,0,,0,0,0,,,,,,,,,,,,
Jusant,Jusant,Hydrochorie,,,,https://audio.jukehost.co.uk/dSLaoFCDd6yLEcPWdf8KXHxsFOjd3Qod,8,9,0,0,,,,0,1,0,,0,0,0,,,,,,,,,,,,
Jusant,Jusant,Mirage,,,,https://audio.jukehost.co.uk/DyuKFDEo02LovE23EBf937mhfqtjgZDh,9,9,0,0,,,,0,1,0,,0,0,0,,,,,,,,0,,,,
Jusant,Jusant,Réservoir,,,,https://audio.jukehost.co.uk/EcPvVIqrq0a0PzS46TWSRquPzLDVjsFA,8,9,0,0,,,,0,1,0,,0,0,0,,,,,,,,,,,,
Jusant,Jusant,Sémaphore,,,,https://audio.jukehost.co.uk/Y0fwyXvE2LZJxJqLCfW320Ayy1tU5Ago,8,9,0,0,,,,0,1,0,,0,0,0,,,,,,,,,,,,
Jusant,Jusant,Syzygie,,,,https://audio.jukehost.co.uk/6NJNKJmyhgA4NbCTZEKtgTXSRDxgyH3s,9,9,0,0,,,,0,1,0,,0,0,0,,,,,,0,,,,,,
Jusant,Jusant,Vives-eaux,,,,https://audio.jukehost.co.uk/0ltsrZt9rbMf1Ohvgl3ToqoH3KvKNKen,8,9,0,0,,,,0,1,0,,0,0,0,,,,,,,,,,,,
League of Legends,Ruined king,Dark clouds on the horizon,,,,https://audio.jukehost.co.uk/q5KCrMbwXmlOOuxP1dGFilCNRKCVn0wj,7,9,0,0,,,,0,1,0,,0,0,,,,,,,,,,,,,
League of Legends,Ruined king,Devilfish on the line,,,,https://audio.jukehost.co.uk/eAhyba5yLLdHSJlknvFucadt28I3Mz65,7,9,0,0,,,,0,1,0,,0,0,,,,,,,,,,,,,
League of Legends,Ruined king,Honor and thieves,,,,https://audio.jukehost.co.uk/iw4eBljXXjq4HEsjCsvIpayb4L86BFdK,7,9,0,0,,,,0,1,0,,0,0,,,,,,,,,,,,,
League of Legends,Ruined king,King's tragedy x champions call,,,,https://audio.jukehost.co.uk/Y7RdKJo2BIW4oGSSnUZ58cwPdansJooJ,7,9,0,0,,,,0,1,0,,0,0,,,,,,,,,,,,,
Lethal League Blaze,Lethal League Blaze,AIN'T NOTHING LIKE A FUNKY BEAT,,,,https://audio.jukehost.co.uk/vfe2sYr82CA9aAQ80VfgWtPuqzEyKmxw,9,9,0,0,,,,,0,0,,,0,,,0,1,,,,,,,,0,0
Marvel VS Capcom,MVC 3,Morrigan,,https://downloads.khinsider.com/game-soundtracks/album/ultimate-marvel-vs.-capcom-3-ps3-ps4-xbox-360-xbox-one-gamerip-2011/2-13.%2520Morrigan.mp3,,https://audio.jukehost.co.uk/uWATsBoBskVQc3bQxCBwfCBVps0WAHE8,7,9,0,0,,,,,1,0,,,0,,,,,,0,,,,,,0,
Mega Man,Mega Man X,Sigma Stage 1,,,,https://audio.jukehost.co.uk/nCjt77eFht1pUe5031UaeGa86jnKs8gf,7,9,0,0,,,,,1,0,,,,0,,0,,,0,,,,,,,
Mini Motorways,Mini Motorways,ambiance,,,,,7,9,0,0,0,,,1,0,0,,,0,,,,,,,,,,,,,
Monster Hunter,Monster Hunter 4 Ultimate,Val Habar,,,,https://audio.jukehost.co.uk/WQoU57RGuYgHoFVn7qlvQXhpJGFl0Ibq,9,9,1,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
Monster Hunter,Monster Hunter Frontier,Desert,,,,https://audio.jukehost.co.uk/yMOaXZYhYa57YVM0S5Fj0MWKQyTryw5I,9,9,1,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
Monster Hunter,Monster Hunter Frontier,Forest and Hills,,,,https://audio.jukehost.co.uk/cBX20tmmFU8lEeMBbNR8dv8ZGuW7cBqP,9,9,1,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
Monster Hunter,Monster Hunter Frontier,Highlands,,,,https://audio.jukehost.co.uk/yMOaXZYhYa57YVM0S5Fj0MWKQyTryw5I,9,9,1,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
Monster Hunter,Monster Hunter Tri,Moga,,,,https://audio.jukehost.co.uk/013xVvvD3yNKGBVTV1RgERwZ8NhExpo9,9,9,1,0,0,0,,0,0,0,,0,0,,,,,,,,,,,,,
Monster Hunter,Monster Hunter Tri,Well cooked,,,,,10,9,1,0,0,0,,0,0,0,,0,0,,,0,,,,,,,,,,
Monster Hunter,Monster Hunter World,Ancient Forest,,,,https://audio.jukehost.co.uk/oS4catO8OoPsWPYUEL5NNtpEtmfeSuZr,10,9,1,0,0,0,,0,0,0,,0,0,,,0,,,,,,,,,,
Monster Hunter,Monster Hunter World,Nergigante,,,,https://audio.jukehost.co.uk/ctlycNBUowMpTylLe4C7Ov2NVYehTZnx,10,9,1,0,0,0,,0,0,0,,0,0,,,0,,,,,,,,,,
Monster Hunter,Monster Hunter World,Pride of a Nameless Hunter,,,,https://audio.jukehost.co.uk/1Xy1zQd41CUQdfzbMcCdnQcGdHNRBTJf,10,9,1,0,0,0,,0,0,0,,0,0,,,0,,,,,,,,,,
Monster Hunter,Monster Hunter World,Rotten Vale,,,,https://audio.jukehost.co.uk/esdrNhEAY9Quvv28jqvFS8QdlgidBSL7,10,9,1,0,0,0,,0,0,0,,0,0,,,0,,,,,,,,,,
Overwatch,Overwatch 2,A new era,,,,https://audio.jukehost.co.uk/6bt3rhW0MhlBP0DVqQra8HmaN5zcWISy,9,9,0,1,0,,,0,0,0,,0,0,,,0,,,,,,,,,,
PaRappa the the Rapper,PaRappa the the Rapper,Chop chop Master Onion Rap,,,,https://audio.jukehost.co.uk/x05I4NyhIZB0ntOYsYA2fyvYoXXaNg9P,7,9,0,0,,,,,0,0,,,,,,,1,,0,,,,,,0,
Pokemon,Gen 8,Mustard,,,,https://audio.jukehost.co.uk/W6Re3bHeitJW4WpUg1TtOW1PGmbY3paX,7,9,0,0,,,,0,1,0,,0,0,,,,,,,,,,,,,
Pokemon,Gen 9,Final boss,Zero Lab/Sada/Olim/Turo/Turum,,,https://audio.jukehost.co.uk/yiZAMHQEDfMyuehUPhl47mmwsfZwjzvD,7,9,0,0,,,,0,1,0,,0,0,,,,,,,,,,,,,
Pokemon,Gen 9,Kieran,,,,https://audio.jukehost.co.uk/SZaUgFtrHvmcjNuUOQxg0W6AEtWIlEt1,7,9,0,0,,,,0,1,0,,0,0,,,,,,,,,,,,,
Pokemon,Gen 9,Penny,,,,https://audio.jukehost.co.uk/dxJmELONrsL9XbEGt02XQdV1NbJbcPrE,7,9,0,0,,,,0,1,0,,0,0,,,,,,,,,,,,,
Pokemon,PokePark 1,Entrance,,,,https://audio.jukehost.co.uk/hKmMAYoRX2JrE6E7gqBksTpa2z2I7Jz6,8,9,1,0,,,,0,0,0,,0,0,,,0,,,,,,,,,,
Pokemon,PokePark 1,Loading,,,,https://audio.jukehost.co.uk/PSG93xm4PakvIHbpdSsbTuVR4sOV0q1f,7,9,1,0,,,,0,0,0,,0,0,,,,,,,,,,,,,
Pokemon,PokePark 1,Main Menu,,,,https://audio.jukehost.co.uk/L204gxRVvIUr5Mrs58DWmAsdCQ1beClT,7,9,1,0,,,,0,0,0,,0,0,,,,,,,,,,,,,
Pokemon,PokePark 2,Monde des voeux : Cake,,,,https://audio.jukehost.co.uk/mCL2tMF1NKezApz2GisHjOLQ1rNcizdY,8,9,1,0,,,,0,0,0,,0,0,,,,,,,0,,,,,,
Pokemon,PokePark 2,Monde des voeux : Danse,,,,https://audio.jukehost.co.uk/DtThTSzvm0wbk44IwEJR7T9lEdFYgAbo,7,9,1,0,,,,0,0,0,,0,0,,,,,,,,,,,,,
Prince of Persia,Warrior Within,Conflict at the entrance,,,,https://audio.jukehost.co.uk/aFggaivHvdF2Wxcyo5HNbTV8lShUXetd,7,9,0,0,,,,,1,0,,,,,,,,,0,,,0,,,0,
Pyre,Pyre,In the flame,,,,https://audio.jukehost.co.uk/m0KvgHSKHqMlczeCFo58ItQNE4y6yFdB,8,9,0,0,,,,0,1,0,,0,0,,,0,,,,,,,,,,
Rayman,Legends,Gloo gloo,,,,https://audio.jukehost.co.uk/V3gjcpVF64H0iSNzeuQsp2ZpdvnclBEm,7,9,0,0,,,,,1,,,,0,,,,,,0,0,,,,,0,
Resident Evil,RE4 remake,The drive,,,,,7,9,0,0,,,,0,1,0,,,0,,,,,,,,,,,,0,
Rocket League,Rocket League,Castaway,,,,,8,9,0,0,0,,,1,0,0,,0,0,,,,,,,,,,,,,
Rocket League,Rocket League,Eternal,,,,,9,9,0,0,0,,,1,0,0,,0,0,,,,,,0,,,,,,,
Sable,Sable,Glider,,,,https://audio.jukehost.co.uk/wIHtt1HacDIrTNz48tf5nvW7WybW9GUg,7,9,0,0,,,,,1,0,,0,0,,,,,,0,,,,,,,
Scarlet Nexus,Scarlet Nexus,A freezing breath,,,,https://audio.jukehost.co.uk/1y9mQUjUmMfdxn3WgtgcjVBQe6HXLhNP,7,9,0,0,,,,,0,0,,,0,,,1,,,0,,,,,,,
SEUM,SEUM-Speedrunner from Hell,Welcome,,,,https://audio.jukehost.co.uk/Mc6yvhcXUawpg4n91OwVvpIOpzETLYWV,8,9,0,0,,,,0,0,0,,1,0,,,0,,,,,,,,,,
Sleeping Dogs,Sleeping Dogs,Theme D,,,,https://audio.jukehost.co.uk/bC9kKMuGHaILPKFHVXqSWTNvl5y2KMGJ,8,9,0,0,,,,0,1,0,,,0,,,0,,,,,,0,,,,
Sonic,Adventure 2,Live and Learn,,,,,7,9,0,0,,,,1,0,0,,0,0,,,,,,,,,,,,,
Sonic,Colors,Speak With Your Heart,,,,,8,9,0,0,0,,,1,0,0,,0,0,,,,,,,,,,,,,
Sonic,Lost World,Wonder World,,,,,7,9,0,0,,,,1,0,0,,0,0,,,,,,,,,,,,,
Sonic,Rush,Back 2 Back,,,,https://audio.jukehost.co.uk/wCzYqVgShzUg32xO8A5CpfAp1vaEqC5Q,8,9,0,0,0,,,1,0,0,,0,0,,,,,,,,,,,,,
Sonic,Rush,Right There Ride On,,,,,8,9,0,0,0,,,1,0,0,,0,0,,,,,,,,,,,,,
Sonic,Shadow the Hedgehog,The Chosen One,,,,,7,9,0,0,,,,1,0,0,,0,0,,,,,,,,,,,,,
Sonic,Sonic,Marble Zone,,,,,8,9,0,0,0,,,1,0,0,,0,0,,,,,,,,,,,,,
Steins Gate,Steins Gate 0,Gate of steiner,,,,https://audio.jukehost.co.uk/Q2hrnFh6XLTvNx5iKvfoRDg1ACqYPCdt,7,9,0,0,,,,,1,0,,,0,,,,,,0,,,,,,0,
Tekken,Tekken 7,Midnight Closet,,,,https://audio.jukehost.co.uk/z5z2tPW1iW29vkMvQtl0Bw8i0FFbgGuL,7,9,0,0,,,,,0,0,,1,,,,0,,,,,,,0,,,
Terraria,Terraria Calamity Mod,Universal Collapse,,,,https://audio.jukehost.co.uk/dyUWqGXRWf62vr6RoNsqnxFzIppbk2nA,9,9,0,0,0,,,0,0,0,1,0,0,,,,,,,,,,,,,
Terraria,Terraria: Otherworld,Every adventure has a beginning,,,,,9,9,0,0,0,,,1,0,0,0,0,0,,,,,,,,,,,,,
The Binding of Isaac,Rebirth,Everlasting Hymn,Isaac,,,https://audio.jukehost.co.uk/1vmjXNd1qXbfknTWboBVE1S5vpnD5TVC,10,9,0,0,0,,,0,0,0,1,0,0,0,,,,,,,,,,,,
The Legend of Heroes,Trails in the Sky,Hollow Light of the Sealed Land,,,,https://audio.jukehost.co.uk/XtNg8N0usOwKBUshRZnRbURuf0CTKHKO,8,9,1,0,0,,,0,0,0,,0,0,,,,,,,,,,,,,
The Legend of Heroes,Trails in the Sky SC,Silver Will (Super Arrange Version),,,,https://audio.jukehost.co.uk/9hmsRpjwvmx98ti5W7a6MoyBfdQSMf6N,8,9,1,0,0,,,0,0,0,,0,0,,,,,,,,,,,,,
The Return of the Obra Dinn,The Return of the Obra Dinn,Main Theme,,,,,7,9,0,0,,,,1,0,0,,0,0,,,,,,,,,,,,,
Theme Hospital,Theme Hospital,Candy Floss,,,,https://audio.jukehost.co.uk/pW31wUh1bh1IVPvmUPLXlYdwFC0t4GNQ,8,9,0,0,0,,,1,0,0,,0,0,,,,,,,,,,,,,
Tunic,Tunic,Memories of memories,,,,,7,9,0,0,,,,1,0,0,,0,0,,,,,,,,,,,,,
Warframe,Warframe,For Namer,,,,,9,9,0,0,0,1,,0,0,0,,0,0,,,,,,,,,,,,,
Warframe,Warframe,Sleeping in the cold below,,,,,9,9,0,0,0,1,,0,0,0,,0,0,,,,,,,,,,,,,
Xenoblade Chronicles,Xenoblade Chronicles 3,Brilliant Wings,,,,https://audio.jukehost.co.uk/8j8DzrACPGDHsr2SnYUCpODsI5d6zvKn,9,9,0,0,0,,,0,0,0,1,0,0,,,,,,,,,,,,,
Yakuza,Yakuza 0,Intro ,,,,https://audio.jukehost.co.uk/hyg0qqKlKnzyO5uhle0WtoG99rvbvPgg,7,9,0,0,,,,,0,,,0,0,,,,1,,0,,,,,,,
Zachtronics,Exapunks,Getting Started,,,,,8,9,0,0,0,,,1,0,0,,0,0,,,,,,,,,,,,,
Zachtronics,Last Call BBS,20th Century Food Court,,,,https://audio.jukehost.co.uk/UARJqfNDyLeyBnvMAfn00wearsg0xMVo,8,9,0,0,0,,,1,0,0,,0,0,,,,,,,,,,,,,
8bitMMO,8bitMMO,BlueNoise!,,,,https://audio.jukehost.co.uk/E49raN6v4BAV79JoSn9eYcsByEp8Y4MR,6,10,0,0,,,,,0,,,0,0,,,,,,0,,,,,,,
A dance of fire and ice,A dance of fire and ice,Butterfly Planet,,https://downloads.khinsider.com/game-soundtracks/album/a-dance-of-fire-and-ice-windows-gamerip-2019/017.%252010-X%2520Butterfly%2520Planet.mp3,,https://audio.jukehost.co.uk/S6UHSzIkKf9FEwK2FuMfdYjsGdUYxA1I,8,10,0,0,,,,,0,0,,0,0,,,,,0,0,,,,,,,
BattleBlock Theater,BattleBlock Theater,Secret Area,,,,https://audio.jukehost.co.uk/7WPJEl614OQf4inecNjF8CDt80UREpkQ,7,10,0,0,,,,,0,0,,0,0,,,,,,0,,,,,,,
BioShock,BioShock,The Ocean on His Shoulders,,,,https://audio.jukehost.co.uk/K7SifgnwhqCvICIP5dkYQFOJUPLoJ61B,11,10,0,0,0,,,0,0,0,,0,0,0,,0,0,,,,,,,,,
BPM : Bullets per minute,BPM : Bullets per minute,Into Asgard,,,,https://lambda.vgmtreasurechest.com/soundtracks/bpm-bullets-per-minute-original-game-soundtrack/xdarggms/07%20-%20Into%20Asgard.mp3,1,10,,,,,,,0,,,,,,,,,,,,,,,,,
CrossCode,CrossCode,Autumn's Rise,,,,,7,10,0,0,,,,,0,0,,,0,,,0,,,0,,,,,,,
DEADBOLT,DEADBOLT,This Parrot is No More,,,,,7,10,0,0,,,,,0,0,,0,0,,,,,,0,,,,,,,
Dicey Dungeons,Dicey Dungeons,Lifeline,,,,,7,10,0,0,,,,,0,0,,0,0,,,,,,0,,,,,,,
Disco Elysium,Disco Elysium,,,,,,1,10,,,,,,,,,,,,0,,,,,,,,,,,,
Fallout,,,,,,,3,10,,,,,,,,,,,0,0,,,0,,,,,,,,,
Faster Than Light,FTL,,,,,,1,10,,,,,,,,,,,,0,,,,,,,,,,,,
Final Fantasy,Final Fantasy VIII,Don't be Afraid (Battle theme),,,,https://audio.jukehost.co.uk/3Xbt3iCvbqsrVmG1LKdr70o7sNHdrwPM,5,10,0,0,,,,,0,,,,0,,,,,,0,,,,,,,
Final Fantasy,Final Fantasy VIII,Man with the Machine Gun,,,,,5,10,0,0,,,,,0,,,,0,,,,,,0,,,,,,,
